DataYear,EnrollDistrictID,ResidentDistrictID,EnrollingDistrictNumber,EnrollingDistrictType,EnrollingDistrict,CountofOpenEnrolled,ResidentDistrictNumber,ResidentDistrictType,ResidentDistrict
12-13,0294-01-000,0748-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT
12-13,0294-01-000,0750-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,5.0,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      
12-13,0294-01-000,0756-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST
12-13,0294-01-000,0761-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,17.0,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    
12-13,0294-01-000,0769-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      
12-13,0294-01-000,0786-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  
12-13,0294-01-000,0811-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.
12-13,0294-01-000,0813-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   
12-13,0294-01-000,0818-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    
12-13,0294-01-000,0820-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      
12-13,0294-01-000,0821-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     
12-13,0294-01-000,0829-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,0829,01,WASECA PUBLIC SCHOOL DISTRICT      
12-13,0294-01-000,0831-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,19.0,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT 
12-13,0294-01-000,0832-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   
12-13,0294-01-000,0833-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,26.0,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST
12-13,0294-01-000,0834-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,37.0,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.
12-13,0294-01-000,0837-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     
12-13,0294-01-000,0840-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   
12-13,0294-01-000,0846-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT
12-13,0294-01-000,0857-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.
12-13,0294-01-000,0858-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT 
12-13,0294-01-000,0861-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,12.0,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT 
12-13,0294-01-000,0876-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   
12-13,0294-01-000,0877-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,26.0,0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH
12-13,0294-01-000,0879-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,0879,01,DELANO PUBLIC SCHOOL DISTRICT      
12-13,0294-01-000,0881-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT  
12-13,0294-01-000,0882-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,7.0,0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT  
12-13,0294-01-000,0883-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT    
12-13,0294-01-000,0885-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,7.0,0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST
12-13,0294-01-000,0891-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,0891,01,CANBY PUBLIC SCHOOL DISTRICT       
12-13,0294-01-000,0911-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,35.0,0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST
12-13,0294-01-000,0912-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,0912,01,MILACA PUBLIC SCHOOL DISTRICT      
12-13,0294-01-000,2125-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2125,01,TRITON SCHOOL DISTRICT             
12-13,0294-01-000,2134-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.  
12-13,0294-01-000,2135-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2135,01,MAPLE RIVER SCHOOL DISTRICT        
12-13,0294-01-000,2137-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,8.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
12-13,0294-01-000,2142-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,9.0,2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT   
12-13,0294-01-000,2143-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN      
12-13,0294-01-000,2144-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2144,01,CHISAGO LAKES SCHOOL DISTRICT      
12-13,0294-01-000,2149-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2149,01,MINNEWASKA SCHOOL DISTRICT         
12-13,0294-01-000,2154-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,5.0,2154,01,EVELETH-GILBERT SCHOOL DISTRICT    
12-13,0294-01-000,2155-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,5.0,2155,01,WADENA-DEER CREEK SCHOOL DISTRICT  
12-13,0294-01-000,2159-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC
12-13,0294-01-000,2165-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,5.0,2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT 
12-13,0294-01-000,2167-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2167,01,LAKEVIEW SCHOOL DISTRICT           
12-13,0294-01-000,2168-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2168,01,NRHEG SCHOOL DISTRICT              
12-13,0294-01-000,2169-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST. 
12-13,0294-01-000,2170-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,13.0,2170,01,STAPLES-MOTLEY SCHOOL DISTRICT     
12-13,0294-01-000,2172-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,2172,01,KENYON-WANAMINGO SCHOOL DISTRICT   
12-13,0294-01-000,2174-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT  
12-13,0294-01-000,2176-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.  
12-13,0294-01-000,2180-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT     
12-13,0294-01-000,2184-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2184,01,LUVERNE PUBLIC SCHOOL DISTRICT     
12-13,0294-01-000,2190-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2190,01,YELLOW MEDICINE EAST               
12-13,0294-01-000,2198-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,6.0,2198,01,FILLMORE CENTRAL                   
12-13,0294-01-000,2342-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2342,01,WEST CENTRAL AREA                  
12-13,0294-01-000,2364-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST
12-13,0294-01-000,2396-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2396,01,A.C.G.C.                           
12-13,0294-01-000,2397-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT 
12-13,0294-01-000,2448-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT 
12-13,0294-01-000,2580-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,2580,01,EAST CENTRAL SCHOOL DISTRICT       
12-13,0294-01-000,2609-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2609,01,WIN-E-MAC SCHOOL DISTRICT          
12-13,0294-01-000,2683-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.
12-13,0294-01-000,2687-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,2687,01,HOWARD LAKE-WAVERLY-WINSTED        
12-13,0294-01-000,2689-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2689,01,PIPESTONE AREA SCHOOL DISTRICT     
12-13,0294-01-000,2752-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,8.0,2752,01,FAIRMONT AREA SCHOOL DISTRICT      
12-13,0294-01-000,2753-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,19.0,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST
12-13,0294-01-000,2759-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT
12-13,0294-01-000,2805-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   
12-13,0294-01-000,2853-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.  
12-13,0294-01-000,2859-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,7.0,2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT
12-13,0294-01-000,2860-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,5.0,2860,01,BLUE EARTH AREA PUBLIC SCHOOL      
12-13,0294-01-000,2884-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT   
12-13,0294-01-000,2886-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,1.0,2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT   
12-13,0294-01-000,2897-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,4.0,2897,01,REDWOOD AREA SCHOOL DISTRICT       
12-13,0294-01-000,2899-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2899,01,PLAINVIEW-ELGIN-MILLVILLE          
12-13,0294-01-000,2902-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,2.0,2902,01,RTR PUBLIC SCHOOLS                 
12-13,0294-01-000,2904-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,3.0,2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT  
12-13,0294-01-000,2905-01-000,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,18.0,2905,01,TRI-CITY UNITED SCHOOL DISTRICT    
12-13,0297-01-000,0238-01-000,0297,01,SPRING GROVE SCHOOL DISTRICT       ,10.0,0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.   
12-13,0297-01-000,0299-01-000,0297,01,SPRING GROVE SCHOOL DISTRICT       ,8.0,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   
12-13,0299-01-000,0239-01-000,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,2.0,0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS   
12-13,0299-01-000,0294-01-000,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,3.0,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     
12-13,0299-01-000,0297-01-000,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,12.0,0297,01,SPRING GROVE SCHOOL DISTRICT       
12-13,0299-01-000,0300-01-000,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,1.0,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  
12-13,0299-01-000,2198-01-000,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,2.0,2198,01,FILLMORE CENTRAL                   
12-13,0300-01-000,0294-01-000,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,18.0,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     
12-13,0300-01-000,0297-01-000,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,2.0,0297,01,SPRING GROVE SCHOOL DISTRICT       
12-13,0300-01-000,0299-01-000,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,48.0,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   
12-13,0300-01-000,0861-01-000,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,74.0,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT 
12-13,0306-01-000,0031-01-000,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,7.0,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     
12-13,0306-01-000,0115-01-000,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,6.0,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      
12-13,0306-01-000,0309-01-000,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,4.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
12-13,0308-01-000,0113-01-000,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,150.0,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST
12-13,0308-01-000,0162-01-000,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,1.0,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT      
12-13,0308-01-000,0306-01-000,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,1.0,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     
12-13,0308-01-000,0309-01-000,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,137.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
12-13,0308-01-000,0821-01-000,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,3.0,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     
12-13,0309-01-000,0001-03-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,1.0,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    
12-13,0309-01-000,0022-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,10.0,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  
12-13,0309-01-000,0023-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,2.0,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  
12-13,0309-01-000,0025-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,12.0,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  
12-13,0309-01-000,0113-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,2.0,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST
12-13,0309-01-000,0162-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,1.0,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT      
12-13,0309-01-000,0306-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,6.0,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     
12-13,0309-01-000,0308-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,26.0,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       
12-13,0309-01-000,0435-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,3.0,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH
12-13,0309-01-000,0593-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,1.0,0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT   
12-13,0309-01-000,0818-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,1.0,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    
12-13,0309-01-000,0820-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,2.0,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      
12-13,0309-01-000,0821-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,54.0,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     
12-13,0309-01-000,0846-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,1.0,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT
12-13,0309-01-000,2155-01-000,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,1.0,2155,01,WADENA-DEER CREEK SCHOOL DISTRICT  
12-13,0314-01-000,0139-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,3.0,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT   
12-13,0314-01-000,0332-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,17.0,0332,01,MORA PUBLIC SCHOOL DISTRICT        
12-13,0314-01-000,0333-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,5.0,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     
12-13,0314-01-000,0473-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,2.0,0473,01,ISLE PUBLIC SCHOOL DISTRICT        
12-13,0314-01-000,0477-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,1.0,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT   
12-13,0314-01-000,0578-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,7.0,0578,01,PINE CITY PUBLIC SCHOOL DISTRICT   
12-13,0314-01-000,0625-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,1.0,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT    
12-13,0314-01-000,0728-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,1.0,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   
12-13,0314-01-000,0911-01-000,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      ,4.0,0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST
12-13,0316-01-000,0118-01-000,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    ,1.0,0118,01,NORTHLAND COMMUNITY SCHOOLS        
12-13,0316-01-000,0181-01-000,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    ,1.0,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    
12-13,0316-01-000,0317-01-000,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    ,2.0,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  
12-13,0316-01-000,0318-01-000,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    ,136.0,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
12-13,0316-01-000,0319-01-000,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    ,41.0,0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT  
12-13,0316-01-000,0578-01-000,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    ,1.0,0578,01,PINE CITY PUBLIC SCHOOL DISTRICT   
12-13,0317-01-000,0115-01-000,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  ,5.0,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      
12-13,0317-01-000,0316-01-000,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  ,3.0,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    
12-13,0317-01-000,0318-01-000,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  ,45.0,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
12-13,0317-01-000,0363-01-000,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  ,1.0,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  
12-13,0318-01-000,0002-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,16.0,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   
12-13,0318-01-000,0004-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2.0,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    
12-13,0318-01-000,0015-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,1.0,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT 
12-13,0318-01-000,0118-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,8.0,0118,01,NORTHLAND COMMUNITY SCHOOLS        
12-13,0318-01-000,0316-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,264.0,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    
12-13,0318-01-000,0317-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,66.0,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  
12-13,0318-01-000,0319-01-000,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,10.0,0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT  
12-13,0319-01-000,0316-01-000,0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT  ,50.0,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT    
12-13,0319-01-000,0318-01-000,0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT  ,4.0,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
12-13,0319-01-000,0701-01-000,0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT  ,52.0,0701,01,HIBBING PUBLIC SCHOOL DISTRICT     
12-13,0330-01-000,0177-01-000,0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT ,28.0,0177,01,WINDOM PUBLIC SCHOOL DISTRICT      
12-13,0330-01-000,0505-01-000,0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT ,3.0,0505,01,FULDA PUBLIC SCHOOL DISTRICT       
12-13,0330-01-000,0513-01-000,0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT ,24.0,0513,01,BREWSTER PUBLIC SCHOOL DISTRICT    
12-13,0330-01-000,0516-01-000,0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT ,10.0,0516,01,ROUND LAKE PUBLIC SCHOOL DISTRICT  
12-13,0330-01-000,2884-01-000,0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT ,2.0,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT   
12-13,0330-01-000,2895-01-000,0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT ,34.0,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.
12-13,0332-01-000,0314-01-000,0332,01,MORA PUBLIC SCHOOL DISTRICT        ,6.0,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      
12-13,0332-01-000,0333-01-000,0332,01,MORA PUBLIC SCHOOL DISTRICT        ,33.0,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     
12-13,0332-01-000,0578-01-000,0332,01,MORA PUBLIC SCHOOL DISTRICT        ,7.0,0578,01,PINE CITY PUBLIC SCHOOL DISTRICT   
12-13,0332-01-000,2165-01-000,0332,01,MORA PUBLIC SCHOOL DISTRICT        ,5.0,2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT 
12-13,0333-01-000,0314-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,1.0,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT      
12-13,0333-01-000,0332-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,23.0,0332,01,MORA PUBLIC SCHOOL DISTRICT        
12-13,0333-01-000,0477-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,3.0,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT   
12-13,0333-01-000,0480-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,2.0,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT      
12-13,0333-01-000,0728-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,1.0,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   
12-13,0333-01-000,0911-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,5.0,0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST
12-13,0333-01-000,0912-01-000,0333,01,OGILVIE PUBLIC SCHOOL DISTRICT     ,16.0,0912,01,MILACA PUBLIC SCHOOL DISTRICT      
12-13,0345-01-000,0347-01-000,0345,01,NEW LONDON-SPICER SCHOOL DISTRICT  ,119.0,0347,01,WILLMAR PUBLIC SCHOOL DISTRICT     
12-13,0345-01-000,0741-01-000,0345,01,NEW LONDON-SPICER SCHOOL DISTRICT  ,11.0,0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT 
12-13,0345-01-000,0775-01-000,0345,01,NEW LONDON-SPICER SCHOOL DISTRICT  ,1.0,0775,01,KERKHOVEN-MURDOCK-SUNBURG          
